,team_1,team_2,bo3_result,date,championship,map,score_1,score_2,players_t1,players_t2,kd_t1,kd_t2
790,Imperial,Sharks,,Results for March 11th 2022,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier,nuke,11,16,fer,Lucaozy,23-18,24-16
791,Imperial,Sharks,,Results for March 11th 2022,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier,nuke,11,16,VINI,jnt,22-20,19-17
792,Imperial,Sharks,,Results for March 11th 2022,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier,nuke,11,16,boltz,chay,14-19,19-21
793,Imperial,Sharks,,Results for March 11th 2022,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier,nuke,11,16,FalleN,zevy,16-17,18-14
794,Imperial,Sharks,,Results for March 11th 2022,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier,nuke,11,16,fnx,matios,12-18,12-19
795,Imperial,Isurus,,Results for March 11th 2022,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier,ovp,16,13,boltz,DeStiNy,25-17,22-19
796,Imperial,Isurus,,Results for March 11th 2022,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier,ovp,16,13,fer,Gafolo,19-19,21-19
797,Imperial,Isurus,,Results for March 11th 2022,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier,ovp,16,13,FalleN,Noktse,20-18,18-21
798,Imperial,Isurus,,Results for March 11th 2022,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier,ovp,16,13,VINI,ALLE,23-15,15-23
799,Imperial,Isurus,,Results for March 11th 2022,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier,ovp,16,13,fnx,deco,15-21,14-20
800,Imperial,Case,,Results for March 5th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,inf,7,16,fnx,RCF,13-16,26-13
801,Imperial,Case,,Results for March 5th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,inf,7,16,FalleN,f4stzin,12-16,17-12
802,Imperial,Case,,Results for March 5th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,inf,7,16,boltz,yepz,8-19,16-11
803,Imperial,Case,,Results for March 5th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,inf,7,16,fer,steel,12-17,15-9
804,Imperial,Case,,Results for March 5th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,inf,7,16,VINI,honda,11-17,11-11
805,Imperial,9z,,Results for March 5th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,inf,16,11,boltz,Luken,20-16,25-18
806,Imperial,9z,,Results for March 5th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,inf,16,11,FalleN,max,24-16,16-18
807,Imperial,9z,,Results for March 5th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,inf,16,11,VINI,dav1deuS,18-17,17-20
808,Imperial,9z,,Results for March 5th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,inf,16,11,fnx,rox,14-16,12-15
809,Imperial,9z,,Results for March 5th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,inf,16,11,fer,dgt,13-18,13-20
810,Imperial,TotalePro,,Results for March 4th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,nuke,16,2,VINI,ntx,33-7,10-17
811,Imperial,TotalePro,,Results for March 4th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,nuke,16,2,fer,n1trox,20-9,7-17
812,Imperial,TotalePro,,Results for March 4th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,nuke,16,2,FalleN,Luck,11-5,8-17
813,Imperial,TotalePro,,Results for March 4th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,nuke,16,2,boltz,Thuister,12-7,6-18
814,Imperial,TotalePro,,Results for March 4th 2022,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1,nuke,16,2,fnx,JMS,10-7,4-17
815,Imperial,Leviatan,,Results for December 2nd 2021,ESL Challenger Anaheim 2022 South America Open Qualifier 2,mrg,9,16,zqkS,1962,24-16,24-17
816,Imperial,Leviatan,,Results for December 2nd 2021,ESL Challenger Anaheim 2022 South America Open Qualifier 2,mrg,9,16,SHOOWTiME,reversive,17-19,20-14
817,Imperial,Leviatan,,Results for December 2nd 2021,ESL Challenger Anaheim 2022 South America Open Qualifier 2,mrg,9,16,delboNi,Yokowow,15-17,18-15
818,Imperial,Leviatan,,Results for December 2nd 2021,ESL Challenger Anaheim 2022 South America Open Qualifier 2,mrg,9,16,horvy,DILLION1,10-18,14-12
819,Imperial,Leviatan,,Results for December 2nd 2021,ESL Challenger Anaheim 2022 South America Open Qualifier 2,mrg,9,16,ckzao,tom1jed,10-19,13-18
820,Imperial,Malvinas,,Results for December 2nd 2021,ESL Challenger Anaheim 2022 South America Open Qualifier 2,inf,16,10,horvy,TIKO,24-15,26-17
821,Imperial,Malvinas,,Results for December 2nd 2021,ESL Challenger Anaheim 2022 South America Open Qualifier 2,inf,16,10,ckzao,redmor,19-17,15-15
822,Imperial,Malvinas,,Results for December 2nd 2021,ESL Challenger Anaheim 2022 South America Open Qualifier 2,inf,16,10,delboNi,kissmyass,21-17,13-19
823,Imperial,Malvinas,,Results for December 2nd 2021,ESL Challenger Anaheim 2022 South America Open Qualifier 2,inf,16,10,SHOOWTiME,gatito,13-20,16-21
824,Imperial,Malvinas,,Results for December 2nd 2021,ESL Challenger Anaheim 2022 South America Open Qualifier 2,inf,16,10,zqkS,ramuljas,10-16,14-15
825,Imperial,Stars Horizon,,Results for November 12th 2021,CBCS Masters 2021,anc,16,5,SHOOWTiME,GYZER,22-9,10-16
826,Imperial,Stars Horizon,,Results for November 12th 2021,CBCS Masters 2021,anc,16,5,zqkS,hoax,23-11,14-19
827,Imperial,Stars Horizon,,Results for November 12th 2021,CBCS Masters 2021,anc,16,5,horvy,UnK,20-7,10-19
828,Imperial,Stars Horizon,,Results for November 12th 2021,CBCS Masters 2021,anc,16,5,delboNi,lukz,15-10,11-18
829,Imperial,Stars Horizon,,Results for November 12th 2021,CBCS Masters 2021,anc,16,5,ckzao,vLa,12-13,5-21
830,Imperial,DETONA,,Results for November 11th 2021,CBCS Masters 2021,nuke,16,8,SHOOWTiME,lux,22-19,20-20
831,Imperial,DETONA,,Results for November 11th 2021,CBCS Masters 2021,nuke,16,8,delboNi,keiz,22-13,16-16
832,Imperial,DETONA,,Results for November 11th 2021,CBCS Masters 2021,nuke,16,8,zqkS,voltera,16-13,14-20
833,Imperial,DETONA,,Results for November 11th 2021,CBCS Masters 2021,nuke,16,8,ckzao,phx,21-17,16-21
834,Imperial,DETONA,,Results for November 11th 2021,CBCS Masters 2021,nuke,16,8,horvy,BobZ,17-16,11-22
835,Imperial,DETONA,,Results for November 3rd 2021,Aorus League 2021 Season 4 Brazil,nuke,16,14,delboNi,voltera,25-22,22-20
836,Imperial,DETONA,,Results for November 3rd 2021,Aorus League 2021 Season 4 Brazil,nuke,16,14,SHOOWTiME,keiz,18-19,20-18
837,Imperial,DETONA,,Results for November 3rd 2021,Aorus League 2021 Season 4 Brazil,nuke,16,14,ckzao,BobZ,22-19,18-23
838,Imperial,DETONA,,Results for November 3rd 2021,Aorus League 2021 Season 4 Brazil,nuke,16,14,zqkS,lux,20-16,18-19
839,Imperial,DETONA,,Results for November 3rd 2021,Aorus League 2021 Season 4 Brazil,nuke,16,14,horvy,phx,16-20,18-21
840,Imperial,Keyd,,Results for November 2nd 2021,Aorus League 2021 Season 4 Brazil,inf,16,12,t9rnay,zqkS,22-19,25-19
841,Imperial,Keyd,,Results for November 2nd 2021,Aorus League 2021 Season 4 Brazil,inf,16,12,lub,ckzao,21-16,19-18
842,Imperial,Keyd,,Results for November 2nd 2021,Aorus League 2021 Season 4 Brazil,inf,16,12,abr,delboNi,23-19,20-20
843,Imperial,Keyd,,Results for November 2nd 2021,Aorus League 2021 Season 4 Brazil,inf,16,12,ponter,SHOOWTiME,15-21,19-18
844,Imperial,Keyd,,Results for November 2nd 2021,Aorus League 2021 Season 4 Brazil,inf,16,12,raafa,horvy,14-20,11-21
845,Imperial,MAXIMA,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,nuke,16,5,horvy,mtsGOD,24-13,13-15
846,Imperial,MAXIMA,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,nuke,16,5,delboNi,kYOShix,18-10,13-16
847,Imperial,MAXIMA,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,nuke,16,5,SHOOWTiME,mlhzin,20-12,12-18
848,Imperial,MAXIMA,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,nuke,16,5,zqkS,Haz4rt,15-8,9-19
849,Imperial,MAXIMA,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,nuke,16,5,ckzao,happ,10-11,7-19
850,Imperial,Leviatan,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,nuke,16,9,tom1jed,delboNi,16-19,22-12
851,Imperial,Leviatan,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,nuke,16,9,reversive,zqkS,12-19,23-12
852,Imperial,Leviatan,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,nuke,16,9,Hezz,ckzao,13-17,20-13
853,Imperial,Leviatan,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,nuke,16,9,1962,SHOOWTiME,12-20,17-16
854,Imperial,Leviatan,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,nuke,16,9,pavv,horvy,12-20,13-13
855,Imperial,ozbonz,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,d2,16,10,dukka,ckzao,20-21,32-16
856,Imperial,ozbonz,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,d2,16,10,RCF,zqkS,15-20,21-18
857,Imperial,ozbonz,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,d2,16,10,Torres,SHOOWTiME,18-20,19-16
858,Imperial,ozbonz,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,d2,16,10,ph1,delboNi,14-18,18-15
859,Imperial,ozbonz,,Results for September 12th 2021,IEM Fall 2021 South America Open Qualifier 2,d2,16,10,f4stzin,horvy,14-21,10-16
860,Imperial,SWS,,Results for September 10th 2021,IEM Fall 2021 South America Open Qualifier 1,mrg,8,16,ckzao,matios,15-18,24-14
861,Imperial,SWS,,Results for September 10th 2021,IEM Fall 2021 South America Open Qualifier 1,mrg,8,16,zqkS,Gafolo,16-18,21-10
862,Imperial,SWS,,Results for September 10th 2021,IEM Fall 2021 South America Open Qualifier 1,mrg,8,16,delboNi,RICIOLI,14-19,21-12
863,Imperial,SWS,,Results for September 10th 2021,IEM Fall 2021 South America Open Qualifier 1,mrg,8,16,horvy,cass1n,11-17,13-11
864,Imperial,SWS,,Results for September 10th 2021,IEM Fall 2021 South America Open Qualifier 1,mrg,8,16,SHOOWTiME,chay,8-21,14-17
865,Imperial,Jaguares,,Results for September 10th 2021,IEM Fall 2021 South America Open Qualifier 1,anc,16,12,w1,delboNi,19-20,28-15
866,Imperial,Jaguares,,Results for September 10th 2021,IEM Fall 2021 South America Open Qualifier 1,anc,16,12,desh,zqkS,21-22,27-19
867,Imperial,Jaguares,,Results for September 10th 2021,IEM Fall 2021 South America Open Qualifier 1,anc,16,12,skuld,ckzao,18-18,19-18
868,Imperial,Jaguares,,Results for September 10th 2021,IEM Fall 2021 South America Open Qualifier 1,anc,16,12,TEKO,horvy,18-20,18-19
869,Imperial,Jaguares,,Results for September 10th 2021,IEM Fall 2021 South America Open Qualifier 1,anc,16,12,roz,SHOOWTiME,14-23,11-20
870,Imperial,Redragon,,Results for September 5th 2021,DreamHack Open September 2021 South America Open Qualifier 2,d2,11,16,puni,SHOOWTiME,25-11,21-18
871,Imperial,Redragon,,Results for September 5th 2021,DreamHack Open September 2021 South America Open Qualifier 2,d2,11,16,proSHOW,ckzao,20-13,16-20
872,Imperial,Redragon,,Results for September 5th 2021,DreamHack Open September 2021 South America Open Qualifier 2,d2,11,16,fp1,horvy,23-17,19-23
873,Imperial,Redragon,,Results for September 5th 2021,DreamHack Open September 2021 South America Open Qualifier 2,d2,11,16,BRNZ1K,zqkS,16-16,10-19
874,Imperial,Redragon,,Results for September 5th 2021,DreamHack Open September 2021 South America Open Qualifier 2,d2,11,16,kurg4n,delboNi,15-15,6-20
875,Imperial,Stone,,Results for September 5th 2021,DreamHack Open September 2021 South America Open Qualifier 2,nuke,16,1,ckzao,naz,26-8,10-16
876,Imperial,Stone,,Results for September 5th 2021,DreamHack Open September 2021 South America Open Qualifier 2,nuke,16,1,delboNi,rushardo,18-6,5-17
877,Imperial,Stone,,Results for September 5th 2021,DreamHack Open September 2021 South America Open Qualifier 2,nuke,16,1,zqkS,ABM,14-6,8-17
878,Imperial,Stone,,Results for September 5th 2021,DreamHack Open September 2021 South America Open Qualifier 2,nuke,16,1,horvy,Andrew,15-7,7-17
879,Imperial,Stone,,Results for September 5th 2021,DreamHack Open September 2021 South America Open Qualifier 2,nuke,16,1,SHOOWTiME,fusco,11-7,4-17
880,Imperial,ozbonz,,Results for September 3rd 2021,DreamHack Open September 2021 South America Open Qualifier 1,inf,7,16,f4stzin,delboNi,22-14,19-17
881,Imperial,ozbonz,,Results for September 3rd 2021,DreamHack Open September 2021 South America Open Qualifier 1,inf,7,16,RCF,zqkS,21-14,17-16
882,Imperial,ozbonz,,Results for September 3rd 2021,DreamHack Open September 2021 South America Open Qualifier 1,inf,7,16,caike,ckzao,23-12,13-19
883,Imperial,ozbonz,,Results for September 3rd 2021,DreamHack Open September 2021 South America Open Qualifier 1,inf,7,16,ph1,SHOOWTiME,11-10,10-17
884,Imperial,ozbonz,,Results for September 3rd 2021,DreamHack Open September 2021 South America Open Qualifier 1,inf,7,16,dukka,horvy,10-18,9-18
885,Imperial,Heroic,,Results for June 3rd 2021,IEM Summer 2021,anc,8,16,SHOOWTiME,cadiaN,26-22,24-9
886,Imperial,Heroic,,Results for June 3rd 2021,IEM Summer 2021,anc,8,16,ckzao,TeSeS,12-18,22-16
887,Imperial,Heroic,,Results for June 3rd 2021,IEM Summer 2021,anc,8,16,zqkS,sjuush,11-18,18-17
888,Imperial,Heroic,,Results for June 3rd 2021,IEM Summer 2021,anc,8,16,f4stzin,stavn,12-21,18-17
889,Imperial,Heroic,,Results for June 3rd 2021,IEM Summer 2021,anc,8,16,fer,refrezh,14-20,16-16
